Address (Full),Average ELA Proficiency,Average Math Proficiency,City,Collaborative Teachers %,Collaborative Teachers Rating,Community School?,District,Economic Need Index,Effective School Leadership %,Effective School Leadership Rating,Grade High,Grade Low,Grades,Latitude,Longitude,Percent Asian,Percent Black,Percent Black / Hispanic,Percent ELL,Percent Hispanic,Percent White,Percent of Students Chronically Absent,Rigorous Instruction %,Rigorous Instruction Rating,SED Code,Strong Family-Community Ties %,Strong Family-Community Ties Rating,Student Achievement Rating,Student Attendance Rate,Supportive Environment %,Supportive Environment Rating,Trust %,Trust Rating,Zip,avg_math_proficiency_2017,avg_math_proficiency_2017_city_diff,avg_math_proficiency_2017_comp_diff,black_2017_num_students,dbn,econ_need_index_2017_city_diff,econ_need_index_2017_dist_diff,econ_need_index_2017_val,grade_7_2017_enrollment,grade_8_2017_enrollment,hispanic_2017_avg_ela,hispanic_2017_avg_math,hispanic_2017_num_students,num_offered,num_testtakers,pct_8th_graders_offered,pct_8th_graders_w_hs_credit_2017,pct_8th_graders_w_hs_credit_2017_city_diff,pct_8th_graders_w_hs_credit_2017_comp_diff,pct_black_hispanic,pct_hra_assistance_2017_city_diff,pct_hra_assistance_2017_dist_diff,pct_hra_assistance_2017_val,pct_math_level_3_or_4_2017,pct_math_level_3_or_4_2017_city_diff,pct_math_level_3_or_4_2017_comp_diff,pct_poverty_2017_city_diff,pct_poverty_2017_dist_diff,pct_poverty_2017_val,pct_students_w_disabilities_2017_city_diff,pct_students_w_disabilities_2017_dist_diff,pct_students_w_disabilities_2017_val,pct_temp_housing_2017_city_diff,pct_temp_housing_2017_dist_diff,pct_temp_housing_2017_val,sa_attendance_90plus_2017,sa_attendance_90plus_2017_city_diff,sa_attendance_90plus_2017_dist_diff,school_name,econ_need_index_2017_city_diff_binary,perc_testtakers,perc_testtakers_quartile,borough,dist_to_bronx_hs_of_science,dist_to_brooklyn_tech_hs,dist_to_stuyvesant_hs,min_dist_to_big_three,Community School?_Yes,Rigorous Instruction Rating_Approaching Target,Rigorous Instruction Rating_Exceeding Target,Rigorous Instruction Rating_Not Meeting Target,Rigorous Instruction Rating_nan,Collaborative Teachers Rating_Approaching Target,Collaborative Teachers Rating_Exceeding Target,Collaborative Teachers Rating_Not Meeting Target,Collaborative Teachers Rating_nan,Supportive Environment Rating_Approaching Target,Supportive Environment Rating_Exceeding Target,Supportive Environment Rating_nan,Effective School Leadership Rating_Approaching Target,Effective School Leadership Rating_Exceeding Target,Effective School Leadership Rating_Not Meeting Target,Effective School Leadership Rating_nan,Strong Family-Community Ties Rating_Approaching Target,Strong Family-Community Ties Rating_Exceeding Target,Strong Family-Community Ties Rating_Not Meeting Target,Strong Family-Community Ties Rating_nan,Trust Rating_Approaching Target,Trust Rating_Exceeding Target,Trust Rating_Not Meeting Target,Trust Rating_nan,Student Achievement Rating_Approaching Target,Student Achievement Rating_Exceeding Target,Student Achievement Rating_Not Meeting Target,Student Achievement Rating_nan,borough_bronx,borough_manhattan,borough_queens,borough_staten_island,discretionary_funding,Major N,Oth N,NoCrim N,Prop N,Vio N,AvgOfMajor N,AvgOfOth N,AvgOfNoCrim N,AvgOfProp N,AvgOfVio N,Major N_proportion,Oth N_proportion,NoCrim N_proportion,Prop N_proportion,Vio N_proportion
"33-34 80TH ST JACKSON HEIGHTS, NY 11372",2.43,2.57,JACKSON HEIGHTS,0.85,Meeting Target,No,30.0,0.682,0.74,Approaching Target,8,06,"06,07,08",40.754326,-73.88759399999998,0.08,0.01,0.9,0.21,0.89,0.02,0.09,0.87,Meeting Target,343000010145.0,0.76,Approaching Target,Meeting Target,0.96,0.86,Exceeding Target,0.86,Approaching Target,11372.0,2.6,-0.11,0.0,28.0,30Q145,0.052000000000000005,0.096,0.648,576.0,693.0,2.66,2.54,1638.0,7.0,137.0,0.01,0.508,0.17,0.21,0.9,0.057999999999999996,0.1,0.505,0.306,-0.02,0.01,-0.045,0.004,0.21899999999999997,-0.039,0.01,0.16699999999999998,-0.027999999999999997,0.018000000000000002,0.086,0.895,0.08,0.07,I.S. 145 JOSEPH PULITZER,True,0.1976911976911977,2.0,queens,8.558390800104814,6.500366582187205,7.083098638539861,6.500366582187205,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,761325.47,3.0,3.0,10.0,2.0,3.0,5.25,19.13,36.99,13.25,8.83,0.5714285714285714,0.15682174594877157,0.2703433360367667,0.1509433962264151,0.33975084937712347
"284 BALTIC ST BROOKLYN, NY 11201",2.14,2.01,BROOKLYN,0.85,Exceeding Target,No,15.0,0.71,0.79,Meeting Target,12,06,"06,07,08,09,10,11,12",40.68515900000001,-73.993634,0.05,0.43,0.77,0.11,0.34,0.16,0.13,0.83,Meeting Target,331500011497.0,0.71,Approaching Target,Approaching Target,0.95,0.73,Approaching Target,0.8,Approaching Target,11201.0,2.54,-0.17,-0.21,79.0,15K497,-0.131,-0.027000000000000003,0.465,102.0,44.0,2.3,2.07,65.0,6.0,32.0,0.06,0.455,0.11,0.22,0.6,-0.13,-0.044000000000000004,0.317,0.303,-0.02,-0.09,0.001,0.032,0.266,0.078,0.042,0.284,-0.043,0.011000000000000001,0.071,0.797,-0.02,-0.03,THE BOERUM HILL SCHOOL FOR INTERNATIONAL STUDIES,False,0.7272727272727273,4.0,brooklyn,14.37875001531167,0.927637356492526,2.492751162386959,0.927637356492526,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,11602634.059999999,2.0,21.0,14.0,15.0,6.0,1.11,3.9400000000000004,6.050000000000001,2.7,1.79,1.8018018018018016,5.3299492385786795,2.3140495867768593,5.555555555555555,3.35195530726257
"138-01 77TH AVE FLUSHING, NY 11367",2.95,3.24,FLUSHING,0.88,Meeting Target,No,25.0,0.415,0.76,Meeting Target,8,PK,"PK,0K,01,02,03,04,05,06,07,08",40.721159,-73.823164,0.29,0.06,0.32,0.1,0.26,0.38,0.1,0.89,Meeting Target,342500010164.0,0.79,Approaching Target,Meeting Target,0.95,0.83,Meeting Target,0.89,Meeting Target,11367.0,3.02,0.15,-0.21,36.0,25Q164,-0.24600000000000002,-0.02,0.368,86.0,85.0,3.0,2.86,173.0,6.0,38.0,0.07,0.612,0.31,0.15,0.32,-0.201,0.016,0.266,0.51,0.13,-0.09,-0.141,-0.024,0.139,-0.013000000000000001,-0.016,0.174,-0.094,-0.035,0.02,0.855,0.05,-0.03,P.S. 164 QUEENS VALLEY,False,0.4470588235294118,4.0,queens,11.41098827295336,8.362567236166075,10.0084002450805,8.362567236166075,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1141528.0,0.0,4.0,1.0,1.0,2.0,0.92,3.5500000000000007,5.32,2.37,1.6300000000000001,0.0,1.1267605633802815,0.18796992481203006,0.42194092827004215,1.2269938650306749
"7002 4TH AVE BROOKLYN, NY 11209",2.71,2.81,BROOKLYN,0.88,Exceeding Target,No,20.0,0.6509999999999999,0.81,Meeting Target,8,06,"06,07,08",40.633733,-74.02422,0.2,0.02,0.31,0.26,0.3,0.48,0.13,0.87,Meeting Target,332000010030.0,0.76,Not Meeting Target,Meeting Target,0.95,0.87,Meeting Target,0.9,Meeting Target,11209.0,2.95,0.08,-0.1,13.0,20K030,-0.037000000000000005,0.059000000000000004,0.5770000000000001,124.0,132.0,2.73,2.63,251.0,6.0,51.0,0.05,0.252,-0.05,-0.19,0.32,-0.033,0.062,0.434,0.488,0.11,-0.04,-0.034,0.006999999999999999,0.24600000000000002,0.001,0.03,0.188,-0.083,-0.005,0.031,0.87,0.06,0.01,P.S./I.S. 30 MARY WHITE OVINGTON,False,0.38636363636363635,3.0,brooklyn,18.27158038760909,4.552814704018113,5.832292145224586,4.552814704018113,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,407217.83999999997,0.0,3.0,1.0,2.0,1.0,0.92,3.5500000000000007,5.32,2.37,1.6300000000000001,0.0,0.8450704225352111,0.18796992481203006,0.8438818565400843,0.6134969325153374
"6802 METROPOLITAN AVE MIDDLE VILLAGE, NY 11379",2.82,3.15,MIDDLE VILLAGE,0.97,Exceeding Target,No,24.0,0.436,0.97,Exceeding Target,8,06,"06,07,08",40.712244,-73.88786800000003,0.05,0.02,0.58,0.01,0.56,0.36,0.07,0.97,Exceeding Target,342400861048.0,0.84,Meeting Target,Exceeding Target,0.96,0.87,Meeting Target,0.96,Exceeding Target,11379.0,3.18,0.47,0.12,11.0,84Q298,-0.222,-0.22,0.375,128.0,105.0,2.96,3.04,214.0,6.0,58.0,0.05,0.0,-0.34,-0.39,0.58,-0.21100000000000002,-0.21,0.23600000000000002,0.596,0.27,0.07,-0.084,-0.055,0.18,-0.069,-0.049,0.136,-0.096,-0.044000000000000004,0.018000000000000002,0.958,0.15,0.06,MIDDLE VILLAGE PREP CHARTER SCHOOL,False,0.5523809523809524,4.0,queens,11.46152498741844,4.933879795211249,6.620745833778513,4.933879795211249,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,252200.96,1.0,6.0,8.0,4.0,3.0,1.3599999999999999,5.07,7.64,3.31,2.32,0.7352941176470589,1.1834319526627217,1.0471204188481675,1.2084592145015105,1.293103448275862
"20 HOUSTON ST STATEN ISLAND, NY 10302",2.47,2.32,STATEN ISLAND,0.86,Exceeding Target,No,31.0,0.604,0.8,Meeting Target,8,06,"06,07,08,SE",40.623011,-74.14529499999998,0.06,0.22,0.66,0.08,0.44,0.27,0.29,0.85,Approaching Target,353100010051.0,0.77,Approaching Target,Meeting Target,0.91,0.8,Approaching Target,0.88,Meeting Target,10302.0,2.42,-0.29,-0.14,307.0,31R051,-0.006999999999999999,0.17600000000000002,0.589,437.0,400.0,2.47,2.25,550.0,6.0,101.0,0.01,0.307,-0.03,0.06,0.68,0.023,0.158,0.47,0.243,-0.08,-0.06,-0.027999999999999997,0.085,0.237,0.087,0.040999999999999995,0.293,-0.024,0.027999999999999997,0.09,0.698,-0.11,-0.07,I.S. 051 EDWIN MARKHAM,False,0.2525,2.0,staten_island,22.10635634716469,9.95932202902925,9.519238649359384,9.519238649359384,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1200874.3199999998,2.0,26.0,25.0,14.0,12.0,1.6800000000000002,7.609999999999999,13.02,4.37,3.59,1.1904761904761905,3.4165571616294352,1.9201228878648233,3.203661327231121,3.3426183844011144
"442 E HOUSTON ST NEW YORK, NY 10002",2.17,2.32,NEW YORK,1.0,Exceeding Target,Yes,1.0,0.917,0.99,Exceeding Target,8,PK,"PK,0K,01,02,03,04,05,06,07,08",40.71987,-73.977376,0.02,0.3,0.93,0.16,0.64,0.04,0.37,1.0,Meeting Target,310100010188.0,0.92,Exceeding Target,Meeting Target,0.91,0.99,Meeting Target,0.99,Exceeding Target,10002.0,2.41,-0.46,0.12,133.0,01M188,0.32299999999999995,0.375,0.938,52.0,58.0,2.29,2.47,260.0,0.0,0.0,0.0,0.185,-0.11,0.05,0.95,0.249,0.33299999999999996,0.716,0.213,-0.16,0.04,0.20199999999999999,0.157,0.483,0.145,0.142,0.332,0.408,0.35700000000000004,0.522,0.631,-0.18,-0.02,P.S. 188 THE ISLAND SCHOOL,True,0.0,1.0,manhattan,11.838659569694563,2.1380870057055086,1.914636646368402,1.914636646368402,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,3591953.98,4.0,12.0,14.0,4.0,12.0,0.8700000000000001,3.33,4.81,2.26,1.5099999999999998,4.597701149425287,3.6036036036036037,2.9106029106029108,1.7699115044247788,7.94701986754967
"317 E 67TH ST NEW YORK, NY 10021",2.71,2.75,NEW YORK,0.91,Exceeding Target,No,2.0,0.429,0.82,Meeting Target,8,PK,"PK,0K,01,02,03,04,05,06,07,08",40.765368,-73.959696,0.04,0.19,0.56,0.03,0.37,0.35,0.26,0.91,Exceeding Target,310200011225.0,0.95,Exceeding Target,Meeting Target,0.92,0.93,Meeting Target,0.9,Meeting Target,10021.0,2.8,-0.07,-0.06,51.0,02M225,-0.25,0.035,0.364,22.0,22.0,2.79,2.61,110.0,0.0,0.0,0.0,0.0,-0.3,-0.24,0.49,-0.287,-0.025,0.179,0.39799999999999996,0.02,-0.05,-0.063,0.057999999999999996,0.218,0.057999999999999996,0.057999999999999996,0.245,-0.07,-0.042,0.044000000000000004,0.78,-0.03,-0.06,ELLA BAKER SCHOOL,False,0.0,1.0,manhattan,8.59012283322317,5.351909340872886,4.334240431415235,4.334240431415235,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1698401.3399999999,1.0,11.0,7.0,5.0,6.0,2.66,12.28,22.630000000000003,8.29,5.23,0.37593984962406013,0.8957654723127036,0.3093239063190455,0.6031363088057902,1.1472275334608029
"320 E 96TH ST NEW YORK, NY 10128",2.24,1.95,NEW YORK,0.9,Approaching Target,No,2.0,0.765,0.67,Not Meeting Target,12,06,"06,07,08,09,10,11,12",40.783283,-73.945937,0.05,0.31,0.91,0.06,0.6,0.02,0.3,0.9,Meeting Target,310200011655.0,0.65,Not Meeting Target,Approaching Target,0.9,0.77,Approaching Target,0.81,Approaching Target,10128.0,2.03,-0.68,-0.04,24.0,02M655,0.205,0.46299999999999997,0.802,17.0,21.0,2.33,2.07,39.0,0.0,0.0,0.0,0.0,-0.34,-0.13,0.88,0.174,0.405,0.621,0.08199999999999999,-0.24,0.0,0.095,0.19899999999999998,0.359,0.204,0.213,0.409,0.083,0.13,0.19699999999999998,0.5489999999999999,-0.26,-0.07,LIFE SCIENCES SECONDARY SCHOOL,True,0.0,1.0,manhattan,7.166408662659016,6.710162864822633,5.7472158006375755,5.7472158006375755,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,2476537.88,4.0,14.0,32.0,10.0,7.0,1.11,3.9400000000000004,6.050000000000001,2.7,1.79,3.603603603603603,3.5532994923857864,5.289256198347107,3.7037037037037033,3.910614525139665
"220 W 121ST ST NEW YORK, NY 10027",2.39,2.24,NEW YORK,0.95,Meeting Target,No,3.0,0.85,0.89,Exceeding Target,8,PK,"PK,0K,01,02,03,04,05,06,07,08",40.806541,-73.951368,0.01,0.8,0.96,0.09,0.16,0.03,0.42,0.91,Meeting Target,310300010076.0,0.89,Exceeding Target,Meeting Target,0.9,0.93,Meeting Target,0.96,Exceeding Target,10027.0,2.1,-0.77,-0.18,372.0,03M076,0.247,0.272,0.862,57.0,49.0,2.32,2.23,82.0,0.0,0.0,0.0,0.0,-0.3,-0.15,0.97,0.212,0.249,0.679,0.091,-0.29,-0.08,0.057,0.079,0.33799999999999997,0.040999999999999995,0.026000000000000002,0.228,0.256,0.215,0.37,0.501,-0.31,-0.13,P.S. 076 A. PHILIP RANDOLPH,True,0.0,1.0,manhattan,5.882466699496567,8.226149215396369,6.938356530570585,5.882466699496567,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,5173327.39,1.0,2.0,6.0,3.0,0.0,0.94,3.29,4.65,2.27,1.54,1.0638297872340425,0.60790273556231,1.2903225806451613,1.3215859030837005,0.0
"41 W 117TH ST NEW YORK, NY 10026",2.1,2.03,NEW YORK,0.7,Not Meeting Target,Yes,3.0,0.883,0.6,Not Meeting Target,8,PK,"PK,0K,01,02,03,04,05,06,07,08",40.802666,-73.948256,0.03,0.64,0.92,0.09,0.27,0.02,0.37,0.83,Approaching Target,310300010149.0,0.81,Approaching Target,Approaching Target,0.91,0.77,Approaching Target,0.82,Approaching Target,10026.0,1.96,-0.91,-0.2,149.0,03M149,0.265,0.289,0.879,24.0,26.0,2.22,2.03,65.0,0.0,0.0,0.0,0.0,-0.3,-0.09,0.91,0.27699999999999997,0.314,0.7440000000000001,0.045,-0.33,-0.09,0.062,0.084,0.34299999999999997,0.163,0.149,0.35,0.198,0.157,0.312,0.625,-0.18,0.03,P.S. 149 SOJOURNER TRUTH,True,0.0,1.0,manhattan,6.026313345704798,7.9912441440878075,6.785039612323198,6.026313345704798,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,310600.48,0.0,3.0,4.0,1.0,1.0,0.89,3.07,4.14,2.16,1.42,0.0,0.977198697068404,0.9661835748792271,0.4629629629629629,0.7042253521126761
"735 W END AVE NEW YORK, NY 10025",2.61,2.44,NEW YORK,0.98,Exceeding Target,No,3.0,0.6609999999999999,0.97,Exceeding Target,8,06,"06,07,08",40.79511,-73.973988,0.02,0.32,0.87,0.06,0.55,0.09,0.18,0.91,Meeting Target,310300010250.0,0.82,Meeting Target,Exceeding Target,0.94,0.91,Exceeding Target,0.96,Exceeding Target,10025.0,2.37,-0.34,-0.06,51.0,03M250,0.09699999999999999,0.272,0.6940000000000001,62.0,61.0,2.56,2.27,107.0,0.0,0.0,0.0,0.0,-0.34,-0.24,0.83,0.064,0.218,0.511,0.157,-0.17,-0.06,0.001,0.067,0.266,0.079,0.06,0.284,0.075,0.1,0.18899999999999997,0.7509999999999999,-0.06,-0.01,M.S. 250 WEST SIDE COLLABORATIVE MIDDLE SCHOOL,True,0.0,1.0,manhattan,7.2089945138657185,7.330880467821137,5.722948916399583,5.722948916399583,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,993426.0,2.0,3.0,7.0,3.0,2.0,1.26,4.47,7.0,3.08,2.0300000000000002,1.5873015873015872,0.6711409395973155,1.0,0.974025974025974,0.9852216748768472
"215 W 114TH ST NEW YORK, NY 10026",2.32,2.22,NEW YORK,0.76,Meeting Target,No,3.0,0.7859999999999999,0.72,Approaching Target,12,06,"06,07,08,09,10,11,12",40.802284,-73.95408,0.02,0.68,0.95,0.08,0.27,0.01,0.34,0.76,Approaching Target,310300011860.0,0.76,Approaching Target,Meeting Target,0.88,0.81,Approaching Target,0.84,Meeting Target,10026.0,2.67,-0.04,0.54,34.0,03M860,0.067,0.24100000000000002,0.664,8.0,30.0,2.6,2.42,14.0,0.0,0.0,0.0,0.429,0.09,0.33,0.95,0.043,0.19699999999999998,0.49,0.302,-0.02,0.2,0.098,0.163,0.36200000000000004,0.121,0.102,0.327,0.09,0.114,0.204,0.6859999999999999,-0.13,0.0,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,True,0.0,1.0,manhattan,6.206657214925569,7.9138363041344135,6.612285032602447,6.206657214925569,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,310600.48,10.0,19.0,39.0,17.0,9.0,1.3599999999999999,5.07,7.64,3.31,2.32,7.352941176470589,3.7475345167652856,5.104712041884817,5.13595166163142,3.8793103448275863
"160 E 120TH ST NEW YORK, NY 10035",2.43,2.52,NEW YORK,0.86,Exceeding Target,No,4.0,0.899,0.82,Meeting Target,8,PK,"PK,0K,01,02,03,04,05,06,07,08",40.800631,-73.939323,0.03,0.3,0.92,0.12,0.62,0.04,0.34,0.9,Meeting Target,310400010007.0,0.84,Meeting Target,Exceeding Target,0.9,0.83,Approaching Target,0.87,Meeting Target,10035.0,2.52,-0.35,0.08,92.0,04M007,0.275,0.125,0.89,53.0,42.0,2.64,2.56,232.0,0.0,0.0,0.0,0.452,0.15,0.25,0.93,0.244,0.121,0.711,0.266,-0.11,0.03,0.18100000000000002,0.077,0.461,0.11900000000000001,0.07,0.306,0.2,0.126,0.314,0.649,-0.16,-0.01,P.S. 007 SAMUEL STERN,True,0.0,1.0,manhattan,5.933314247508607,7.955667903764798,6.917717733205203,5.933314247508607,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1523784.6,2.0,6.0,12.0,4.0,4.0,0.92,3.5500000000000007,5.32,2.37,1.6300000000000001,2.1739130434782608,1.6901408450704223,2.255639097744361,1.6877637130801686,2.4539877300613497
"216 E 120TH ST NEW YORK, NY 10035",2.17,2.03,NEW YORK,0.85,Meeting Target,No,4.0,0.902,0.77,Approaching Target,8,PK,"PK,0K,01,02,03,04,05,06,07,08",40.799987,-73.937388,0.02,0.26,0.94,0.18,0.68,0.03,0.37,0.88,Approaching Target,310400010096.0,0.77,Not Meeting Target,Meeting Target,0.91,0.89,Meeting Target,0.88,Approaching Target,10035.0,2.12,-0.75,-0.12,120.0,04M096,0.303,0.152,0.9179999999999999,73.0,78.0,2.32,2.15,297.0,0.0,0.0,0.0,0.0,-0.3,-0.14,0.93,0.309,0.18600000000000003,0.7759999999999999,0.111,-0.27,-0.04,0.21600000000000003,0.11199999999999999,0.496,0.127,0.079,0.314,0.151,0.076,0.265,0.643,-0.17,0.0,P.S. 096 JOSEPH LANZETTA,True,0.0,1.0,manhattan,5.931074142909631,7.938371013717168,6.939216695177628,5.931074142909631,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,1523784.6,4.0,5.0,6.0,7.0,2.0,0.8700000000000001,3.33,4.81,2.26,1.5099999999999998,4.597701149425287,1.5015015015015014,1.2474012474012475,3.097345132743363,1.3245033112582782
"240 E 109TH ST NEW YORK, NY 10029",2.19,2.08,NEW YORK,0.77,Approaching Target,No,4.0,0.836,0.72,Approaching Target,12,06,"06,07,08,09,10,11,12",40.79259,-73.94211899999998,0.01,0.15,0.97,0.28,0.82,0.02,0.35,0.87,Exceeding Target,310400010372.0,0.77,Approaching Target,Meeting Target,0.91,0.84,Meeting Target,0.85,Approaching Target,10029.0,2.22,-0.49,0.03,23.0,04M372,0.24,0.048,0.8370000000000001,69.0,87.0,2.36,2.13,182.0,0.0,0.0,0.0,0.542,0.2,0.42,0.96,0.254,0.069,0.7,0.138,-0.19,0.01,0.115,0.005,0.38,0.099,0.008,0.304,0.09300000000000001,0.027999999999999997,0.207,0.6759999999999999,-0.14,-0.06,ESPERANZA PREPARATORY ACADEMY,True,0.0,1.0,manhattan,6.498377004994375,7.381793647515661,6.379938625670797,6.379938625670797,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,2685827.1799999997,2.0,18.0,19.0,9.0,9.0,1.6099999999999999,6.71,10.89,4.04,3.0999999999999996,1.2422360248447206,2.682563338301043,1.7447199265381084,2.227722772277228,2.9032258064516134
"160 E 120TH ST NEW YORK, NY 10035",2.27,2.36,NEW YORK,0.99,Exceeding Target,No,4.0,0.85,0.96,Exceeding Target,8,06,"06,07,08",40.800631,-73.939323,0.03,0.4,0.97,0.11,0.56,0.01,0.15,0.89,Approaching Target,310400010406.0,0.81,Meeting Target,Exceeding Target,0.95,0.88,Meeting Target,0.94,Meeting Target,10035.0,2.16,-0.55,0.02,63.0,04M406,0.28600000000000003,0.094,0.883,49.0,48.0,2.46,2.14,67.0,0.0,0.0,0.0,0.133,-0.21,0.0,0.93,0.27699999999999997,0.09300000000000001,0.7240000000000001,0.096,-0.23,-0.01,0.17800000000000002,0.068,0.44299999999999995,0.19699999999999998,0.107,0.40299999999999997,0.155,0.08900000000000001,0.26899999999999996,0.779,-0.03,0.15,GLOBAL TECHNOLOGY PREPARATORY,True,0.0,1.0,manhattan,5.933314247508607,7.955667903764798,6.917717733205203,5.933314247508607,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1523784.6,2.0,6.0,12.0,4.0,4.0,0.92,3.5500000000000007,5.32,2.37,1.6300000000000001,2.1739130434782608,1.6901408450704223,2.255639097744361,1.6877637130801686,2.4539877300613497
"301 W 140TH ST NEW YORK, NY 10030",2.11,2.0,NEW YORK,0.72,Approaching Target,Yes,5.0,0.835,0.65,Not Meeting Target,8,PK,"PK,0K,01,02,03,04,05,06,07,08",40.820192,-73.944457,0.02,0.52,0.93,0.17,0.41,0.04,0.49,0.83,Approaching Target,310500010123.0,0.82,Approaching Target,Approaching Target,0.88,0.84,Approaching Target,0.81,Approaching Target,10030.0,2.08,-0.79,-0.13,240.0,05M123,0.222,0.043,0.8370000000000001,55.0,55.0,2.36,2.1,215.0,0.0,0.0,0.0,0.0,-0.3,-0.18,0.92,0.225,0.07400000000000001,0.6920000000000001,0.07,-0.31,-0.07,0.005,-0.096,0.28600000000000003,0.057,0.035,0.244,0.275,0.20199999999999999,0.389,0.61,-0.2,-0.06,P.S. 123 MAHALIA JACKSON,True,0.0,1.0,manhattan,4.897954354181398,9.216567632203606,7.940784343058758,4.897954354181398,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,524259.06,4.0,9.0,21.0,4.0,7.0,0.92,3.5500000000000007,5.32,2.37,1.6300000000000001,4.3478260869565215,2.535211267605633,3.9473684210526314,1.6877637130801686,4.294478527607362
"306 FORT WASHINGTON AVE-RM  414 NEW YORK, NY 10033",1.81,2.03,NEW YORK,0.93,Meeting Target,No,6.0,0.878,0.88,Meeting Target,8,06,"06,07,08",40.84562,-73.939738,0.0,0.0,1.0,0.91,1.0,0.0,0.03,0.85,Meeting Target,310600010349.0,0.85,Meeting Target,Approaching Target,0.97,0.89,Exceeding Target,0.94,Meeting Target,10033.0,2.17,-0.54,0.19,94.0,06M349,0.166,-0.022000000000000002,0.763,56.0,65.0,1.96,2.17,153.0,0.0,0.0,0.0,0.833,0.49,0.7,1.0,-0.021,-0.17600000000000002,0.426,0.134,-0.19,0.1,0.085,0.001,0.349,0.0175,0.0065,0.217,0.23399999999999999,0.163,0.348,0.89,0.08,0.07,HARBOR HEIGHTS,True,0.0,1.0,manhattan,3.414593837971731,10.987061172285694,9.631453892968134,3.414593837971731,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,2533417.41,1.0,1.0,2.0,2.0,0.0,1.26,4.47,7.0,3.08,2.0300000000000002,0.7936507936507936,0.2237136465324385,0.2857142857142857,0.6493506493506493,0.0
"180 WADSWORTH AVE NEW YORK, NY 10033",2.24,2.19,NEW YORK,0.82,Approaching Target,Yes,6.0,0.867,0.78,Approaching Target,8,06,"06,07,08",40.850676,-73.934697,0.01,0.02,0.99,0.19,0.97,0.0,0.14,0.82,Approaching Target,310600010528.0,0.85,Meeting Target,Meeting Target,0.95,0.91,Meeting Target,0.91,Meeting Target,10033.0,2.33,-0.38,-0.02,94.0,06M528,0.214,0.026000000000000002,0.8109999999999999,77.0,61.0,2.37,2.33,192.0,0.0,0.0,0.0,0.24600000000000002,-0.1,-0.03,1.0,0.21100000000000002,0.057,0.6579999999999999,0.19,-0.14,0.01,0.086,0.003,0.35100000000000003,-0.015,-0.013999999999999999,0.191,0.107,0.036000000000000004,0.221,0.941,0.13,0.18,I.S. 528 BEA FULLER RODGERS SCHOOL,True,0.0,1.0,manhattan,2.9870175534816186,11.37883215637105,10.057760583652673,2.9870175534816186,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2533417.41,0.0,3.0,3.0,2.0,1.0,1.03,2.5,4.109999999999999,2.1399999999999997,1.1,0.0,1.2,0.7299270072992702,0.9345794392523366,0.9090909090909091
